"","X","round","region","area","fs","impound","impound2","treat","treat2","night","day","month","year","jdate","time","length","obs","sora","vira","yera","kira","rail"
"846",846,3,"ne","tsca","state","ts8a","ts8a","early","e",2.2,10,1,2015,274,0.75,2.1,"hp",8,0,0,0,8
"847",847,3,"ne","bkca","state","kt2","kt2","control","c",3.2,10,2,2015,275,0.5,2.1,"af",1,0,0,0,1
"848",848,3,"ne","bkca","state","kt5","kt5","early","e",3.2,10,2,2015,275,0.75,2,"af",15,0,0,0,15
"849",849,3,"ne","bkca","state","kt6","kt6","control","c",3.1,10,2,2015,275,0.75,2.3,"af",0,0,0,0,0
"850",850,3,"ne","bkca","state","kt9","kt9","late","l",3.1,10,2,2015,275,0.5,1.3,"af",0,0,0,0,0
"851",851,3,"ne","bkca","state","kt2","kt2","control","c",3.1,10,2,2015,275,0.5,1.8,"hp",1,0,0,0,1
"852",852,3,"ne","bkca","state","kt5","kt5","early","e",3.1,10,2,2015,275,0.75,1.9,"hp",15,0,1,0,16
"853",853,3,"ne","bkca","state","kt6","kt6","control","c",3.2,10,2,2015,275,0.5,2.5,"hp",0,0,2,0,2
"854",854,3,"ne","bkca","state","kt9","kt9","late","l",3.2,10,2,2015,275,0.5,2,"hp",0,0,0,0,0
"855",855,3,"se","dcca","state","dc14","dc14","early","e",1.2,10,3,2015,276,0.5,1.5,"af",16,0,0,0,16
"856",856,3,"se","dcca","state","dc18","dc18","control","c",1.1,10,3,2015,276,0.75,1.7,"af",17,0,0,0,17
"857",857,3,"se","dcca","state","dc20","dc20","control","c",1.2,10,3,2015,276,0.5,1.2,"af",1,0,0,0,1
"858",858,3,"se","dcca","state","dc22","dc22","late","l",1.1,10,3,2015,276,0.5,1.5,"af",0,0,0,0,0
"859",859,3,"se","dcca","state","dc14","dc14","early","e",1.1,10,3,2015,276,0.5,1.2,"hp",3,0,0,0,3
"860",860,3,"se","dcca","state","dc18","dc18","control","c",1.2,10,3,2015,276,0.5,1.4,"hp",10,0,0,0,10
"861",861,3,"se","dcca","state","dc20","dc20","control","c",1.1,10,3,2015,276,0.5,1.6,"hp",4,0,0,0,4
"862",862,3,"se","dcca","state","dc22","dc22","late","l",1.2,10,3,2015,276,0.5,2.4,"hp",0,0,0,0,0
"863",863,3,"se","tmpca","state","poolc","poolc","control","c",2.1,10,5,2015,278,0.75,2.6,"af",5,0,0,0,5
"864",864,3,"se","tmpca","state","poole","poole","early","e",2.2,10,5,2015,278,0.75,1.9,"af",9,0,0,0,9
"865",865,3,"se","tmpca","state","poolc","poolc","control","c",2.2,10,5,2015,278,0.75,2.5,"hp",1,0,0,0,1
"866",866,3,"se","tmpca","state","poole","poole","early","e",2.1,10,5,2015,278,0.75,1.8,"hp",8,0,0,0,8
"867",867,3,"se","tmpca","state","pooli","pooli","late","l",2.1,10,5,2015,278,0.5,2.6,"hp",0,0,0,0,0
"868",868,3,"se","osca","state","os21","os21","early","e",3.2,10,6,2015,279,0.75,2.3,"af",4,1,0,0,5
"869",869,3,"se","osca","state","os23","os23","late","l",3.1,10,6,2015,279,1.5,3.5,"af",2,0,0,0,2
"870",870,3,"se","osca","state","os21","os21","early","e",3.1,10,6,2015,279,1.25,3.5,"hp",4,0,0,0,4
"871",871,3,"se","osca","state","os23","os23","late","l",3.2,10,6,2015,279,1.5,3.9,"hp",1,0,0,0,1
"872",872,4,"nw","nvca","state","sanctuary","sanctuarynorth","late","l",1.1,10,10,2015,283,0.5,1.1,"af",0,0,0,0,0
"873",873,4,"nw","nvca","state","sanctuary","sanctuarysouth","late","l",1.1,10,10,2015,283,1.25,3.2,"af",5,0,0,0,5
"874",874,4,"nw","nvca","state","rail","rail","early","e",1.2,10,10,2015,283,0.75,1.9,"af",2,0,0,0,2
"875",875,4,"nw","scnwr","fed","scmsu2","scmsu2","late","l",2.1,10,11,2015,284,0.5,1.1,"af",6,0,0,0,6
"876",876,4,"nw","scnwr","fed","scmsu3","scmsu3","control","c",2.1,10,11,2015,284,0.75,2.3,"af",3,0,0,0,3
"877",877,4,"nw","scnwr","fed","sgb","sgb","control","c",2.2,10,11,2015,284,0.5,1.1,"af",2,0,0,0,2
"878",878,4,"nw","scnwr","fed","sgd","sgd","early","e",2.2,10,11,2015,284,0.75,1.7,"af",17,0,0,0,17
"879",879,4,"nc","fgca","state","pool2w","pool2w","late","l",1.1,10,13,2015,286,1.5,3.6,"af",8,0,0,0,8
"880",880,4,"nc","fgca","state","pool2","pool2","early","e",1.1,10,13,2015,286,0.75,1.8,"hp",13,0,0,0,13
"881",881,4,"nc","fgca","state","pool2w","pool2w","late","l",1.2,10,13,2015,286,1.5,3.6,"hp",27,0,0,0,27
"882",882,4,"nc","slnwr","fed","m10","m10","late","l",2.1,10,15,2015,288,1,3.4,"af",1,0,0,0,1
"883",883,4,"nc","slnwr","fed","m11","m11","control","c",2.1,10,15,2015,288,1,2.9,"af",4,0,0,0,4
"884",884,4,"nc","slnwr","fed","m13","m13","early","e",2.2,10,15,2015,288,0.75,2.3,"af",1,0,0,0,1
"885",885,4,"nc","slnwr","fed","m10","m10","late","l",2.2,10,15,2015,288,0.75,3.2,"hp",1,0,0,0,1
"886",886,4,"nc","slnwr","fed","m11","m11","control","c",2.2,10,15,2015,288,0.75,2.7,"hp",7,0,0,0,7
"887",887,4,"nc","slnwr","fed","m13","m13","early","e",2.1,10,15,2015,288,0.75,2.6,"hp",2,0,0,0,2
"888",888,4,"ne","tsca","state","ts2a","ts2a","late","l",1.2,10,18,2015,291,0.5,1.7,"af",0,0,0,0,0
"889",889,4,"ne","tsca","state","ts4a","ts4a","late","l",1.1,10,18,2015,291,0.75,1.8,"af",0,0,0,0,0
"890",890,4,"ne","tsca","state","ts6a","ts6a","control","c",1.2,10,18,2015,291,0.75,1.9,"af",5,0,0,0,5
"891",891,4,"ne","tsca","state","ts8a","ts8a","early","e",1.1,10,18,2015,291,0.75,2,"af",6,1,0,0,7
"892",892,4,"ne","tsca","state","ts2a","ts2a","late","l",1.1,10,18,2015,291,0.5,1.4,"hp",8,1,0,0,9
"893",893,4,"ne","tsca","state","ts4a","ts4a","late","l",1.2,10,18,2015,291,0.5,1.9,"hp",0,0,0,0,0
"894",894,4,"ne","tsca","state","ts6a","ts6a","control","c",1.1,10,18,2015,291,0.5,1.3,"hp",2,0,0,0,2
"895",895,4,"ne","tsca","state","ts8a","ts8a","early","e",1.2,10,18,2015,291,0.5,1.7,"hp",1,0,0,0,1
"896",896,4,"ne","bkca","state","kt2","kt2","control","c",1.2,10,19,2015,292,0.5,0.8,"af",2,1,0,0,3
"897",897,4,"ne","bkca","state","kt5","kt5","early","e",1.2,10,19,2015,292,1,1.8,"af",0,1,1,0,2
"898",898,4,"ne","bkca","state","kt6","kt6","control","c",1.1,10,19,2015,292,1,3.5,"af",0,0,0,0,0
"899",899,4,"ne","bkca","state","kt9","kt9","late","l",1.1,10,19,2015,292,0.5,1.2,"af",0,0,0,0,0
"900",900,4,"ne","bkca","state","kt2","kt2","control","c",1.1,10,19,2015,292,0.5,1.5,"hp",3,0,0,0,3
"901",901,4,"ne","bkca","state","kt5","kt5","early","e",1.1,10,19,2015,292,0.5,1.8,"hp",0,0,1,0,1
"902",902,4,"ne","bkca","state","kt6","kt6","control","c",1.2,10,19,2015,292,0.5,1,"hp",0,0,1,0,1
"903",903,4,"ne","bkca","state","kt9","kt9","late","l",1.2,10,19,2015,292,0.5,1.8,"hp",0,0,0,0,0
"904",904,4,"ne","ccnwr","fed","ccmsu2","ccmsu2","control","c",1.1,10,20,2015,293,0.25,1,"af",0,0,0,0,0
"905",905,4,"ne","ccnwr","fed","ccmsu12","ccmsu12","early","e",1.2,10,20,2015,293,1,2.9,"af",0,0,0,0,0
"906",906,4,"ne","ccnwr","fed","ccmsu2","ccmsu2","control","c",1.2,10,20,2015,293,0.5,2.4,"hp",0,0,0,0,0
"907",907,4,"ne","ccnwr","fed","ccmsu12","ccmsu12","early","e",1.1,10,20,2015,293,1,5,"hp",0,0,0,0,0
"908",908,4,"se","dcca","state","dc14","dc14","early","e",1.2,10,21,2015,294,0.5,1.9,"hp",17,0,0,0,17
"909",909,4,"se","dcca","state","dc18","dc18","control","c",1.1,10,21,2015,294,0.5,1.8,"hp",3,0,0,0,3
"910",910,4,"se","dcca","state","dc20","dc20","control","c",1.2,10,21,2015,294,0.5,2.1,"hp",0,0,0,0,0
"911",911,4,"se","dcca","state","dc22","dc22","late","l",1.1,10,21,2015,294,0.5,1.3,"hp",1,0,1,0,2
"912",912,4,"se","osca","state","os21","os21","early","e",2.1,10,22,2015,295,1.5,2.5,"af",9,0,0,0,9
"913",913,4,"se","osca","state","os23","os23","late","l",2.2,10,22,2015,295,1.5,3.1,"af",5,0,0,0,5
"914",914,4,"se","osca","state","os21","os21","early","e",2.2,10,22,2015,295,1.25,3.1,"hp",3,0,0,0,3
"915",915,4,"se","osca","state","os23","os23","late","l",2.1,10,22,2015,295,1.5,3.1,"hp",11,0,1,0,12
"916",916,4,"se","tmpca","state","poolc","poolc","control","c",3.1,10,23,2015,296,1.3,2.7,"af",11,0,0,0,11
"917",917,4,"se","tmpca","state","poole","poole","early","e",3.2,10,23,2015,296,0.8,1.5,"af",11,1,1,0,13
"918",918,4,"se","tmpca","state","pooli","pooli","late","l",3.2,10,23,2015,296,0.5,1.9,"af",1,0,0,0,1
"919",919,4,"se","tmpca","state","poolc","poolc","control","c",3.2,10,23,2015,296,1.25,2.6,"hp",7,0,0,0,7
"920",920,4,"se","tmpca","state","poole","poole","early","e",3.1,10,23,2015,296,0.6,1.3,"hp",15,0,0,0,15
"921",921,4,"se","tmpca","state","pooli","pooli","late","l",3.1,10,23,2015,296,0.5,2.6,"hp",0,0,0,0,0
